bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,image_url
6459,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,3.73,425132641,9.78E+12,eng,244,30,5,5/1/1992,Berkley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921631l/6459.jpg
6460,George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,1596980206,9.78E+12,eng,424,242,37,8/1/2006,Regnery History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347270633l/6460.jpg
6462,His Excellency: George Washington,Joseph J. Ellis,3.92,1400032539,9.78E+12,eng,320,32978,1112,11/8/2005,Vintage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925509l/6462.jpg
6466,George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,4.08,155709103X,9.78E+12,eng,30,835,113,8/1/1989,Applewood Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388196001l/6466.jpg
6475,George Washington's Sacred Fire,Peter A. Lillback/Jerry Newcombe,4.18,978605268,9.78E+12,eng,1200,694,63,5/31/2011,Providence Forum Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388205353l/6475.jpg
6480,Waverley,Walter Scott/Claire Lamont,3.43,192836013,9.78E+12,eng,463,69,8,8/20/1998,Oxford University Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165602396l/6480.jpg
6482,The Antiquary,Walter Scott/Nicola J. Watson,3.83,192831879,9.78E+12,eng,528,354,37,5/23/2002,Oxford University Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165602398l/6482.jpg
6483,Rob Roy,Walter Scott/Lockhart Bogle,3.7,375760601,9.78E+12,eng,576,26,1,7/9/2002,Modern Library,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328019276l/6483.jpg
6505,Prozac Nation,Elizabeth Wurtzel,3.59,1573229628,9.78E+12,eng,384,895,78,4/2/2002,Riverhead Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338735425l/6505.jpg
6511,Girl  Interrupted: Screenplay based on the book,James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen,4.02,057120211X,9.78E+12,eng,167,253,15,2/21/2000,Faber & Faber,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423028807l/6511.jpg
6524,How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,James N. Frey,3.86,312010443,9.78E+12,eng,192,2152,155,12/15/1987,St. Martin's Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388194465l/6524.jpg
6526,Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,3.65,399153934,9.78E+12,eng,511,23107,1295,11/1/2007,Putnam Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442534083l/6526._SY475_.jpg
6527,At Risk (Winston Garano  #1),Patricia Cornwell,3.41,399153624,9.78E+12,eng,212,422,47,5/23/2006,G. P. Putnam's Sons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415667407l/6527.jpg
6528,Predator (Kay Scarpetta  #14),Patricia Cornwell,3.68,425210278,9.78E+12,eng,453,23630,842,10/1/2006,Berkley Publishing Group,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310552145l/6528.jpg
6530,Trace (Kay Scarpetta  #13),Patricia Cornwell,3.78,425204200,9.78E+12,eng,401,25822,729,6/28/2005,Berkley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310723816l/6530.jpg
6534,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,4.02,743477154,9.78E+12,eng,342,193117,2123,12/30/2003,Pocket Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341835831l/6534.jpg
6536,Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),Patricia Cornwell,4.29,765191121,9.78E+12,en-US,822,476,16,10/1/1997,Smithmark Publishers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392068898l/6536.jpg
6537,From Potter's Field (Kay Scarpetta  #6),Patricia Cornwell,4.04,425204693,9.78E+12,eng,383,46084,614,8/30/2005,Berkley Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209800l/6537.jpg
6539,The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,4.05,425201449,9.78E+12,eng,351,57415,920,12/28/2004,Berkley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389834053l/6539.jpg
6540,Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,3.78,143058320,9.78E+12,en-US,11,46,8,8/4/2005,Penguin Audio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388274932l/6540.jpg
6541,Cause of Death (Kay Scarpetta  #7),Patricia Cornwell/C.J. Critt,3.93,425213382,9.78E+12,eng,356,38823,625,1/2/2007,Berkley Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327632787l/6541.jpg
6542,The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell/Kate Burton,4.16,60791217,9.78E+12,eng,0,202,1,7/26/2005,HarperAudio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388263521l/6542.jpg
6543,At Risk (Winston Garano  #1),Patricia Cornwell,3.41,425214761,9.78E+12,en-US,289,10084,598,4/3/2007,Berkley Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388422652l/6543.jpg
6544,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,4.16,074325581X,9.78E+12,eng,672,30,2,11/11/2003,Scribner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348409738l/6544.jpg
6545,In the Dark of the Night,John Saul,3.88,034548701X,9.78E+12,eng,324,4278,178,7/18/2006,Ballantine Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388903917l/6545.jpg
6546,Perfect Nightmare,John Saul,3.89,345467329,9.78E+12,eng,384,3721,236,4/25/2006,Ballantine Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388383164l/6546.jpg
6549,  said the shotgun to the head.,Saul Williams,4.22,743470796,9.78E+12,en-US,192,2762,214,9/1/2003,MTV Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438773902l/6549._SX318_.jpg
6550,Early Color,Saul Leiter/Martin Harrison,4.73,3865211399,9.78E+12,eng,156,144,8,1/15/2006,Steidl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390532784l/6550.jpg
6551,Herzog,Saul Bellow/Philip Roth,3.78,142437298,9.78E+12,eng,371,16550,813,2/25/2003,Penguin Classics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924221l/6551.jpg
6552,Midnight Voices,John Saul/Joe Blades,3.75,449006530,9.78E+12,eng,384,2756,142,3/4/2003,Ballantine Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389270916l/6552.jpg
6553,The Manhattan Hunt Club,John Saul,3.98,345490649,9.78E+12,eng,384,4889,221,3/28/2006,Ballantine Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328039169l/6553.jpg
6556,Shadows,John Saul,3.93,553560271,9.78E+12,eng,393,10824,185,5/1/1993,Bantam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387743323l/6556.jpg
6557,The Presence,John Saul,3.76,449002411,9.78E+12,eng,432,2699,90,4/29/1998,Ballantine Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320393129l/6557.jpg
6562,Creature,John Saul,3.84,553284118,9.78E+12,eng,416,10047,152,1/1/1997,Bantam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388847241l/6562.jpg
6568,Asylum (Blackstone Chronicles  #6),John Saul,4.1,449227944,9.78E+12,eng,97,932,24,6/3/1997,Fawcett,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223132255l/6568.jpg
6572,Suffer the Children,John Saul,3.91,044018293X,9.78E+12,en-US,378,28001,301,7/1/1989,Dell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925349l/6572.jpg
6588,The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,3.99,446610224,9.78E+12,eng,400,42096,945,10/1/2004,Grand Central Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388328154l/6588.jpg
6595,Big Bad Wolf,Linda Jones,3.8,505521792,9.78E+12,eng,359,123,6,2/27/1997,Love Spell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305464445l/6595.jpg
6611,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,3.55,307345971,9.78E+12,eng,263,1166,112,8/1/2006,Three Rivers Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388357657l/6611.jpg
6613,Four Blondes,Candace Bushnell,2.82,080213825X,9.78E+12,eng,256,23409,877,6/8/2001,Grove Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348815314l/6613._SY475_.jpg
6614,Lipstick Jungle,Candace Bushnell,3.41,786887079,9.78E+12,eng,496,37514,780,8/8/2006,Hachette Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390589010l/6614.jpg
6615,Lipstick Jungle,Candace Bushnell,3.41,786893966,9.78E+12,eng,532,422,48,4/1/2007,Hachette Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401222202l/6615.jpg
6618,The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,4.3,1402718616,9.78E+12,eng,224,3510,510,9/23/2004,Sterling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311743516l/6618.jpg
6619,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,4.17,671631985,9.78E+12,en-US,395,2207,271,6/15/1986,Touchstone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397093351l/6619.jpg
6624,It's Not Easy Being Green: And Other Things to Consider,Jim Henson/Cheryl Henson,4.2,1401302424,9.78E+12,eng,197,1409,168,9/14/2005,Hyperion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183830l/6624.jpg
6625,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,4.13,1416510877,9.78E+12,eng,352,12509,340,2/7/2006,Gallery Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441602367l/6625._SY475_.jpg
6628,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,143037234,9.78E+12,eng,383,27137,1885,7/25/2006,Penguin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432412758l/6628.jpg
6635,The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron/Elizabeth Wagele,3.82,62510266,9.78E+12,eng,161,1844,171,3/11/1994,HarperSanFrancisco,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439418135l/6635._SX318_.jpg
6640,It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,3.55,158685772X,9.78E+12,eng,168,330,48,1/23/2006,Gibbs Smith,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440459508l/6640._SX318_.jpg
6644,Le Divorce,Diane Johnson,2.88,452284481,9.78E+12,eng,320,3602,295,7/1/2003,Plume,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426757350l/6644.jpg
6654,Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,4.22,6281141,9.78E+12,en-US,384,52,2,10/5/1998,Fount,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347483953l/6654.jpg
6655,The Divine Comedy,Dante Alighieri/John Ciardi,4.07,451208633,9.78E+12,eng,895,3127,205,5/27/2003,NAL,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462220704l/6655.jpg
6656,The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,4.07,679433139,9.78E+12,eng,798,86527,2004,8/1/1995,Everyman's Library,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657540227l/6656._SY475_.jpg
6657,Divine,Karen Kingsbury,4.28,141430935X,9.78E+12,eng,355,9043,424,5/17/2007,Tyndale House Publishers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924011l/6657.jpg
6658,When the Emperor Was Divine,Julie Otsuka,3.73,141009055,9.78E+12,en-US,160,180,27,1/12/2004,Penguin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390172041l/6658.jpg
6659,Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,3.64,786932724,9.78E+12,eng,191,803,8,5/1/2004,Wizards of the Coast,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388204272l/6659.jpg
6660,A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,4.18,883682796,9.78E+12,eng,208,1164,154,1/1/1993,Whitaker House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440765674l/6660._SY475_.jpg
6667,Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl/Quentin Blake,4.1,141311401,9.78E+12,eng,176,45253,1934,4/5/2001,Puffin Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604288l/6667._SY475_.jpg
6668,The Enormous Crocodile,Roald Dahl/Quentin Blake,3.78,142302457,9.78E+12,eng,32,13986,525,3/24/2003,Puffin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936655l/6668.jpg
6670,The Magic Finger,Roald Dahl/Quentin Blake,3.68,141311290,9.78E+12,eng,67,23558,1092,4/5/2001,Puffin Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434928966l/6670._SY475_.jpg
6671,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,037581423X,9.78E+12,eng,240,15116,663,9/11/2001,Knopf Books for Young Readers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604289l/6671.jpg
6677,The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,3.44,1593074964,9.78E+12,eng,56,511,65,9/26/2006,Dark Horse Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355236430l/6677.jpg
6678,Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,4.08,141311428,9.78E+12,eng,209,17327,992,4/5/2001,Puffin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391620175l/6678.jpg
6680,Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,4.04,882896458,9.78E+12,eng,640,307,23,5/31/1987,Pelican Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388535908l/6680.jpg
6689,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,375814248,9.78E+12,eng,146,328542,4733,9/10/2002,Alfred A. Knopf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586l/6689.jpg
6690,Danny the Champion of the World,Roald Dahl/Quentin Blake,4.09,375814256,9.78E+12,eng,224,46753,1672,2/12/2002,Knopf Books for Young Readers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437500743l/6690._SX318_.jpg
6691,My Uncle Oswald,Roald Dahl,3.89,140055770,9.78E+12,eng,208,8170,620,5/1/1986,Penguin (Non-Classics),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1287479412l/6691.jpg
6693,Fantastic Mr. Fox,Roald Dahl/Quentin Blake,4.05,375822070,9.78E+12,eng,96,83723,2503,6/11/2002,Knopf Books for Young Readers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390097292l/6693.jpg
6694,The Giraffe and the Pelly and Me,Roald Dahl/Quentin Blake,3.82,140568190,9.78E+12,eng,32,17232,713,11/29/2001,Puffin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604309l/6694._SX318_.jpg
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,1577314808,9.78E+12,eng,229,159883,7012,8/19/2004,New World Library,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659028124l/6708.jpg
6721,Wild Things: Four Tales,Douglas Clegg,3.58,1587671565,9.78E+12,eng,97,67,8,10/1/2006,Cemetery Dance Publications,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604357l/6721.jpg
6745,Wild Things (Prowlers Book 1),Christopher Golden,4.03,074344017X,9.78E+12,eng,311,7,0,4/7/2003,Pocket Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604392l/6745._SY475_.jpg
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.25,316925284,9.78E+12,eng,353,27674,2030,2/2/1998,Back Bay Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438206388l/6748._SY475_.jpg
6749,Oblivion,David Foster Wallace,4.07,316010766,9.78E+12,eng,329,10633,701,8/30/2005,Back Bay Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311905400l/6749.jpg
6751,Consider the Lobster and Other Essays,David Foster Wallace,4.23,316156116,9.78E+12,eng,343,32876,2406,12/13/2005,Little  Brown and Company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388854217l/6751.jpg
6753,Brief Interviews with Hideous Men,David Foster Wallace,3.86,034911188X,9.78E+12,eng,273,18335,1155,4/1/2000,Abacus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347635121l/6753.jpg
6763,Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,3.42,1580402518,9.78E+12,eng,301,33,4,10/15/2006,American Diabetes Association,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925063l/6763.jpg
6764,Easy French Reader,R. de Roussy de Sales,3.85,71428488,9.78E+12,eng,228,297,33,9/17/2003,McGraw-Hill Education,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388237254l/6764.jpg
6781,Algebra the Easy Way,Douglas Downing,4.06,764119729,9.78E+12,eng,392,23,2,1/1/2003,Barrons Educational Series,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212142l/6781.jpg
6793,Easy Riders  Raging Bulls,Peter Biskind,4.12,684857081,9.78E+12,eng,512,5305,341,4/4/1999,Simon  Schuster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388204957l/6793.jpg
6794,Cloud Atlas,David Mitchell,4.02,340822783,9.78E+12,eng,529,6985,957,2/21/2005,Sceptre,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344305635l/6794.jpg
6795,The Cloud Atlas,Liam Callanan,3.38,385336950,9.78E+12,en-GB,368,1748,260,8/1/2004,Dial Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200445l/6795.jpg
6800,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann/Kathryn    Alexander,3.45,345476638,9.78E+12,eng,311,234,77,1/31/2006,Ballantine Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920465l/6800.jpg
6810,The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,4.01,452276969,9.78E+12,eng,336,308,20,4/1/1999,Plume,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388194682l/6810.jpg
6815,American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,3.75,764134280,9.78E+12,eng,480,34,6,11/1/2006,Barrons Educational Series,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195404l/6815.jpg
6819,Ghostwritten,David Mitchell,4.05,375724508,9.78E+12,eng,426,20880,1728,10/9/2001,Vintage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320415093l/6819.jpg
6823,Romeo & Juliet,William Shakespeare/Alan Durband,3.74,748702555,9.78E+12,eng,288,179,4,1/1/1993,Nelson Thornes Ltd,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604705l/6823.jpg
6838,Easy Prey (Lucas Davenport  #11),John Sandford,4.08,743484185,9.78E+12,eng,480,11676,341,6/1/2004,Simon & Schuster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348124039l/6838.jpg
6851,Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,4,451212924,9.78E+12,eng,368,4208,298,9/7/2004,Berkley Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442560884l/6851._SY475_.jpg
6854,Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,4.15,312966091,9.78E+12,eng,321,125114,2883,7/15/1998,St. Martin's Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311727539l/6854.jpg
6855,Smitten (Elsie Hawkins #2),Janet Evanovich,3.67,60598875,9.78E+12,eng,234,11968,387,7/25/2006,HarperTorch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406693496l/6855.jpg
6856,Manhunt,Janet Evanovich,3.7,60598824,9.78E+12,eng,219,12152,449,11/29/2005,HarperTorch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410134456l/6856.jpg
6857,Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,4.31,743216393,9.78E+12,eng,1016,2983,168,4/26/2001,Scribner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442950746l/6857._SX318_.jpg
6858,Hot Six (Stephanie Plum  #6),Janet Evanovich,4.19,312976275,9.78E+12,eng,336,108961,2082,6/15/2001,St. Martin's Paperbacks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388177839l/6858.jpg
6862,Amsterdam,Ian McEwan,3.43,385494246,9.78E+12,eng,208,35998,2445,11/2/1999,Anchor Books/Knopf Doubleday Publishing Group,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403191209l/6862.jpg
6866,Fodor's Amsterdam (Fodor's Gold Guides),Fodor's Travel Publications Inc./Sarah Gold,3.43,1400016088,9.78E+12,eng,288,6,0,4/6/2004,Fodor's,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604773l/6866._SY475_.jpg
6869,The Child in Time,Ian McEwan,3.58,385497520,9.78E+12,eng,263,8285,543,11/2/1999,Anchor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920711l/6869.jpg
6870,Enduring Love,Ian McEwan,3.63,99481243,9.78E+12,eng,245,30776,1515,10/28/2004,Vintage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313656531l/6870.jpg
6871,Black Dogs,Ian McEwan,3.44,385494327,9.78E+12,eng,149,7938,490,12/29/1998,Anchor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920201l/6871.jpg
6872,The Comfort of Strangers,Ian McEwan,3.41,679749845,9.78E+12,eng,128,11116,836,11/1/1994,Anchor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197584l/6872.jpg
6876,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,3.57,373836937,9.78E+12,eng,279,7,1,2/7/2006,Harlequin Anthologies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604794l/6876._SY475_.jpg
6896,Las rubias de 5th Avenue,Plum Sykes,3.28,8497935888,9.79E+12,spa,304,5,0,2/28/2005,Debolsillo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1268314245l/6896.jpg
6899,Tuesdays with Morrie,Mitch Albom,4.1,307275639,9.78E+12,en-US,192,5541,498,6/29/2007,Anchor Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165604946l/6899.jpg
6902,La Dernière Leçon,Mitch Albom,4.1,785930736,9.78E+12,fre,209,3,1,1/1/2001,French & European Pubns,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6903,My Sister's Keeper,Mavis Applewater,3.86,097441218X,9.78E+12,eng,252,89,2,3/9/2004,Limitless Corporation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388260975l/6903.jpg
6904,My Sister's Keeper (Gillian Adams  #2),Nora Kelly,3.7,1890208280,9.78E+12,eng,228,22,2,2/1/2000,Poisoned Pen Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328698372l/6904.jpg
6905,Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,4.27,472080520,9.78E+12,eng,272,22,2,4/4/1984,University of Michigan Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328842343l/6905.jpg
6919,Baby's Alphabet,Jean Marzollo/Nancy Sheehan,3.75,761316434,9.78E+12,eng,32,4,0,8/1/2002,Roaring Brook Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312052062l/6919.jpg
6925,Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,4.15,60898712,9.78E+12,en-US,9,61,11,5/23/2006,Caedmon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389395627l/6925.jpg
6932,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,3.7,1580087949,9.78E+12,eng,382,4171,161,9/1/2006,Ten Speed Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924534l/6932.jpg
6937,You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,4.14,1401911838,9.78E+12,en-US,240,21,1,10/15/2006,Hay House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391411022l/6937.jpg
6952,Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,3.95,552995878,9.78E+12,eng,222,283199,4997,9/16/1993,Black Swan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550721459l/6952.jpg
6953,Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,3.95,739334190,9.78E+12,eng,0,121,33,5/2/2006,Random House Audio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320447536l/6953.jpg
6954,Como agua para chocolate,Laura Esquivel,3.95,785731237,9.78E+12,spa,248,11,2,6/1/1994,Turtleback Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327991190l/6954.jpg
6956,The Radicalism of the American Revolution,Gordon S. Wood,4.06,679736883,9.78E+12,eng,447,4246,195,3/2/1993,Vintage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403185941l/6956.jpg
6969,Emma,Jane Austen/Fiona Stafford,4,141439580,9.78E+12,eng,474,549271,11117,5/6/2003,Penguin Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373627931l/6969.jpg
6970,Prince of Ice (Tale of the Demon World  #3),Emma Holly,3.99,425212599,9.78E+12,en-US,294,1335,59,11/7/2006,Berkley Sensation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427500155l/6970.jpg
